0.000000000000000000e+00 9.918111000000000058e+04
5.000079999999999737e-05 9.918119000000000233e+04
1.000019999999999956e-04 9.918142999999999302e+04
1.500019999999999912e-04 9.918173999999999069e+04
2.000030000000000026e-04 9.918201000000000931e+04
2.500040000000000140e-04 9.918263999999999942e+04
3.000049999999999982e-04 9.918331999999999243e+04
3.500050000000000210e-04 9.918416000000000349e+04
4.000060000000000052e-04 9.918483999999999651e+04
4.500069999999999895e-04 9.918577999999999884e+04
5.000080000000000280e-04 9.918664999999999418e+04
5.500089999999999580e-04 9.918757000000000698e+04
6.000089999999999807e-04 9.918861999999999534e+04
6.500100000000000192e-04 9.918951000000000931e+04
7.000109999999999492e-04 9.919044000000000233e+04
7.500119999999999877e-04 9.919130000000000291e+04
8.000130000000000262e-04 9.919219000000000233e+04
8.500130000000000489e-04 9.919279999999998836e+04
9.000139999999999790e-04 9.919355000000000291e+04
9.500150000000000174e-04 9.919411999999999534e+04
1.000019999999999902e-03 9.919480999999999767e+04
1.050020000000000033e-03 9.919523000000001048e+04
1.100019999999999947e-03 9.919577999999999884e+04
1.150020000000000079e-03 9.919613999999999942e+04
1.200019999999999993e-03 9.919633000000000175e+04
1.250019999999999907e-03 9.919644000000000233e+04
1.300020000000000038e-03 9.919655999999999767e+04
1.350019999999999953e-03 9.919639999999999418e+04
1.400020000000000084e-03 9.919614999999999418e+04
1.450019999999999998e-03 9.919570999999999185e+04
1.500019999999999912e-03 9.919517999999999302e+04
1.550020000000000044e-03 9.919454999999998836e+04
1.600029999999999899e-03 9.919392000000001281e+04
1.650030000000000030e-03 9.919327999999999884e+04
1.700029999999999944e-03 9.919233999999999651e+04
1.750030000000000075e-03 9.919148000000001048e+04
1.800029999999999989e-03 9.919061000000000058e+04
1.850029999999999904e-03 9.918969999999999709e+04
1.900030000000000035e-03 9.918866000000000349e+04
1.950029999999999949e-03 9.918769000000000233e+04
2.000029999999999863e-03 9.918676999999998952e+04
2.050029999999999995e-03 9.918600000000000000e+04
2.100030000000000126e-03 9.918508000000000175e+04
2.150029999999999823e-03 9.918420999999999185e+04
2.200029999999999954e-03 9.918350000000000000e+04
2.250040000000000026e-03 9.918272999999999593e+04
2.300040000000000157e-03 9.918201999999998952e+04
2.350039999999999855e-03 9.918136000000001513e+04
2.400039999999999986e-03 9.918097000000000116e+04
2.450040000000000117e-03 9.918063000000000466e+04
