4.166666666666666852e-01 3.470833333333333485e+03 -1.842766127750802116e+04 2.536152349239253454e+04
1.250000000000000000e+00 1.041250000000000000e+04 -1.020535787640391936e+04 3.102358945461050826e+04
2.083333333333333481e+00 1.735416666666666788e+04 -4.384269196978748369e+02 3.514313693215730018e+04
2.916666666666666963e+00 2.429583333333333576e+04 1.104763659278626801e+04 3.754448927864897269e+04
3.750000000000000000e+00 3.123750000000000000e+04 2.478224618668152834e+04 3.769812811046152638e+04
4.583333333333333925e+00 3.817916666666667152e+04 4.211137825173705642e+04 3.426054694766688044e+04
5.416666666666666963e+00 4.512083333333333576e+04 4.981822977625625208e+04 4.043074527119009144e+04
6.250000000000000000e+00 5.206250000000000000e+04 5.482334777022693743e+04 4.931126515529384051e+04
7.083333333333333925e+00 5.900416666666667152e+04 6.060468246725706558e+04 5.741159770621895586e+04
7.916666666666666963e+00 6.594583333333334303e+04 6.679980972191577894e+04 6.509640348368739797e+04
8.750000000000000000e+00 7.288750000000000000e+04 7.324061876356879657e+04 7.253437473591120215e+04
9.583333333333333925e+00 7.982916666666667152e+04 7.984002396645084082e+04 7.981272975473331462e+04
