5.000000000000000000e-01 4.165000000000000000e+03 -1.031170933597043222e+04 1.862904994077224546e+04
1.500000000000000000e+00 1.249500000000000000e+04 -3.773884778906727661e+03 2.875423137590957049e+04
2.500000000000000000e+00 2.082500000000000000e+04 6.259650875079913021e+03 3.538448527385258058e+04
3.500000000000000000e+00 2.915500000000000000e+04 1.943070983392031485e+04 3.887771076373750111e+04
4.500000000000000000e+00 3.748500000000000000e+04 3.899375667185064958e+04 3.598049045859169564e+04
5.500000000000000000e+00 4.581500000000000000e+04 5.023041290525560180e+04 4.140457293606522580e+04
6.500000000000000000e+00 5.414500000000000000e+04 5.590437680730588181e+04 5.238986964465481287e+04
7.500000000000000000e+00 6.247500000000000000e+04 6.258002193519748835e+04 6.237408186701950035e+04
8.500000000000000000e+00 7.080500000000000000e+04 7.034587717584759230e+04 7.126878032024264394e+04
9.500000000000000000e+00 7.913500000000000000e+04 7.874546376308883191e+04 7.953028961020808492e+04
